"ANN ARBOR SE, MI US (USC00200228)",,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
4/1/2003,,,,0,0,0
4/2/2003,,,,0,0,0
4/3/2003,,,,0,0,0
4/4/2003,,,,0,0,0
4/5/2003,,,,0,0,0
4/6/2003,,,,0,0,0
4/7/2003,,,,0,0,0
4/8/2003,,,,0,0,0
4/9/2003,,,,0,0,0
4/10/2003,,,,0,0,0
4/11/2003,,,,0,0,0
4/12/2003,,,,0,0,0
4/13/2003,,,,0,0,0
4/14/2003,,,,0,0,0
4/15/2003,,,,0,0,0
4/16/2003,,84,51,0,0,0
4/17/2003,,70,34,0.08,0,0
4/18/2003,,52,34,0.14,0,0
4/19/2003,,61,44,0,0,0
4/20/2003,,70,46,0,0,0
4/21/2003,,74,48,0.62,0,0
4/22/2003,,57,35,0.03,0,0
4/23/2003,,47,29,0,0,0
4/24/2003,,58,27,0,0,0
4/25/2003,,64,28,0,0,0
4/26/2003,,66,32,0,0,0
4/27/2003,,62,29,0,0,0
4/28/2003,,72,31,0,0,0
4/29/2003,,79,39,0,0,0
4/30/2003,,66,,0,0,0
5/1/2003,,62,50,0.94,0,0
5/2/2003,,75,48,0.57,0,0
5/3/2003,,57,35,0.02,0,0
5/4/2003,,62,30,0,0,0
5/5/2003,,67,33,0.59,0,0
5/6/2003,,77,47,0.03,0,0
5/7/2003,,73,46,0,0,0
5/8/2003,,56,47,0.28,0,0
5/9/2003,,65,45,0.51,0,0
5/10/2003,,71,46,0.37,0,0
5/11/2003,,75,61,0.06,0,0
5/12/2003,,66,44,0.25,0,0
5/13/2003,,50,44,0.01,0,0
5/14/2003,,67,34,0,0,0
5/15/2003,,73,40,0.21,0,0
5/16/2003,,56,44,0.11,0,0
5/17/2003,,67,50,0,0,0
5/18/2003,,72,49,0,0,0
5/19/2003,,68,51,0,0,0
5/20/2003,,73,57,0.11,0,0
5/21/2003,,71,39,0.02,0,0
5/22/2003,,61,34,0,0,0
5/23/2003,,67,37,0,0,0
5/24/2003,,63,41,0,0,0
5/25/2003,,58,39,0.01,0,0
5/26/2003,,66,42,0,0,0
5/27/2003,,67,42,0,0,0
5/28/2003,,69,49,0.17,0,0
5/29/2003,,74,49,0.05,0,0
5/30/2003,,76,48,0.02,0,0
5/31/2003,,72,52,0.88,0,0
6/1/2003,,57,37,0.07,0,0
6/2/2003,,66,40,0,0,0
6/3/2003,,73,49,0,0,0
6/4/2003,,62,50,0.09,0,0
6/5/2003,,55,50,0.23,0,0
6/6/2003,,70,44,0,0,0
6/7/2003,,77,52,0,0,0
6/8/2003,,79,52,0,0,0
6/9/2003,,70,52,0.46,0,0
6/10/2003,,74,48,0,0,0
6/11/2003,,74,54,0.04,0,0
6/12/2003,,81,58,0.15,0,0
6/13/2003,,63,57,0.46,0,0
6/14/2003,,65,57,0,0,0
6/15/2003,,82,53,0,0,0
6/16/2003,,83,49,0,0,0
6/17/2003,,80,57,0,0,0
6/18/2003,,74,58,0.16,0,0
6/19/2003,,85,57,0.56,0,0
6/20/2003,,71,46,0,0,0
6/21/2003,,75,45,0,0,0
6/22/2003,,80,52,0,0,0
6/23/2003,,84,52,0,0,0
6/24/2003,,89,56,0,0,0
6/25/2003,,90,61,0,0,0
6/26/2003,,91,66,0,0,0
6/27/2003,,86,51,0.05,0,0
6/28/2003,,80,54,0,0,0
6/29/2003,,78,59,0.3,0,0
6/30/2003,,80,52,0.04,0,0
7/1/2003,,83,55,0,0,0
7/2/2003,,86,55,0,0,0
7/3/2003,,87,59,0,0,0
7/4/2003,,90,61,0,0,0
7/5/2003,,91,68,0.21,0,0
7/6/2003,,83,62,0.04,0,0
7/7/2003,,87,65,0.73,0,0
7/8/2003,,85,65,0,0,0
7/9/2003,,85,65,0.13,0,0
7/10/2003,,83,66,0.03,0,0
7/11/2003,,81,62,0.05,0,0
7/12/2003,,68,55,0.01,0,0
7/13/2003,,78,52,0,0,0
7/14/2003,,84,54,0,0,0
7/15/2003,,85,58,0,0,0
7/16/2003,,81,57,0,0,0
7/17/2003,,80,56,0,0,0
7/18/2003,,86,59,0,0,0
7/19/2003,,80,48,0,0,0
7/20/2003,,80,54,0,0,0
7/21/2003,,81,60,0.74,0,0
7/22/2003,,75,59,1.7,0,0
7/23/2003,,78,57,0,0,0
7/24/2003,,77,52,0,0,0
7/25/2003,,81,54,0,0,0
7/26/2003,,83,58,0,0,0
7/27/2003,,80,61,0,0,0
7/28/2003,,85,59,0.27,0,0
7/29/2003,,79,50,0,0,0
7/30/2003,,82,53,0,0,0
7/31/2003,,84,57,0,0,0
8/1/2003,,85,60,0,0,0
8/2/2003,,87,57,0.7,0,0
8/3/2003,,82,60,0,0,0
8/4/2003,,81,58,0.1,0,0
8/5/2003,,79,59,0.11,0,0
8/6/2003,,80,62,0.32,0,0
8/7/2003,,83,61,0,0,0
8/8/2003,,84,63,0,0,0
8/9/2003,,82,62,0,0,0
8/10/2003,,80,59,0,0,0
8/11/2003,,78,62,0.01,0,0
8/12/2003,,79,64,0.08,0,0
8/13/2003,,81,60,0.24,0,0
8/14/2003,,86,61,0,0,0
8/15/2003,,89,63,0.01,0,0
8/16/2003,,87,69,0.73,0,0
8/17/2003,,88,56,0,0,0
8/18/2003,,80,51,0,0,0
8/19/2003,,81,52,0,0,0
8/20/2003,,83,53,0,0,0
8/21/2003,,86,57,0,0,0
8/22/2003,,91,,1.02,0,0
8/23/2003,,81,53,0,0,0
8/24/2003,,80,51,0,0,0
8/25/2003,,78,52,0,0,0
8/26/2003,,88,62,0.44,0,0
8/27/2003,,88,65,0.3,0,0
8/28/2003,,84,53,0,0,0
8/29/2003,,81,54,0,0,0
8/30/2003,,80,56,0.16,0,0
8/31/2003,,74,53,0,0,0
9/1/2003,,75,54,0.49,0,0
9/2/2003,,62,57,0.41,0,0
9/3/2003,,76,52,0,0,0
9/4/2003,,77,52,0.01,0,0
9/5/2003,,69,50,0,0,0
9/6/2003,,74,46,0,0,0
9/7/2003,,78,47,0,0,0
9/8/2003,,83,52,0,0,0
9/9/2003,,81,54,0,0,0
9/10/2003,,79,54,0,0,0
9/11/2003,,81,55,0,0,0
9/12/2003,,82,55,0,0,0
9/13/2003,,79,52,0,0,0
9/14/2003,,82,52,0,0,0
9/15/2003,,84,58,0.24,0,0
9/16/2003,,72,47,0.01,0,0
9/17/2003,,79,47,0,0,0
9/18/2003,,84,50,0,0,0
9/19/2003,,78,52,0.08,0,0
9/20/2003,,75,43,0.04,0,0
9/21/2003,,72,42,0,0,0
9/22/2003,,74,42,0.18,0,0
9/23/2003,,67,50,1.26,0,0
9/24/2003,,67,43,0,0,0
9/25/2003,,71,46,0.78,0,0
9/26/2003,,60,37,0,0,0
9/27/2003,,68,39,0.5,0,0
9/28/2003,,65,42,0.01,0,0
9/29/2003,,60,42,0.03,0,0
9/30/2003,,55,35,0.01,0,0
10/1/2003,,55,36,0,0,0
10/2/2003,,54,32,0.01,0,0
10/3/2003,,53,29,0,0,0
10/4/2003,,53,35,0.23,0,0
10/5/2003,,53,27,0,0,0
10/6/2003,,57,27,0,0,0
10/7/2003,,61,27,0,0,0
10/8/2003,,71,29,0,0,0
10/9/2003,,81,44,0,0,0
10/10/2003,,75,46,0,0,0
10/11/2003,,75,48,0,0,0
10/12/2003,,78,48,0.01,0,0
10/13/2003,,69,36,0,0,0
10/14/2003,,72,36,0,0,0
10/15/2003,,52,42,1.64,0,0
10/16/2003,,58,37,0,0,0
10/17/2003,,58,28,0,0,0
10/18/2003,,57,29,0,0,0
10/19/2003,,61,38,0,0,0
10/20/2003,,60,34,0,0,0
10/21/2003,,76,39,0,0,0
10/22/2003,,57,40,0.01,0,0
10/23/2003,,47,31,0,0,0
10/24/2003,,49,34,0,0,0
10/25/2003,,57,33,0.09,0,0
10/26/2003,,50,44,0.36,0,0
10/27/2003,,54,35,0,0,0
10/28/2003,,48,35,0.01,0,0
10/29/2003,,47,34,0.12,0,0
10/30/2003,,44,36,0.02,0,0
10/31/2003,,65,38,0,0,0
11/1/2003,,72,51,0,0,0
11/2/2003,,55,47,0.16,0,0
11/3/2003,,62,50,0.34,0,0
11/4/2003,,50,47,0.27,0,0
11/5/2003,,75,49,0.05,0,0
11/6/2003,,52,35,0,0,0
11/7/2003,,49,26,0,0,0
11/8/2003,,45,20,0,0,0
11/9/2003,,36,13,0,0,0
11/10/2003,,42,13,0,0,0
11/11/2003,,49,17,0.35,0,0
11/12/2003,,57,43,0,0,0
11/13/2003,,63,34,0.01,0,0
11/14/2003,,37,25,0.01,0.1,0
11/15/2003,,45,25,0,0,0
11/16/2003,,40,38,0.16,0,0
11/17/2003,,44,40,0.06,0,0
11/18/2003,,51,43,0.33,0,0
11/19/2003,,61,45,0.58,0,0
11/20/2003,,56,29,0,0,0
11/21/2003,,57,31,0,0,0
11/22/2003,,59,36,0,0,0
11/23/2003,,59,41,0,0,0
11/24/2003,,65,34,0.49,0.1,0
11/25/2003,,34,25,0.01,0,0
11/26/2003,,35,26,0,0,0
11/27/2003,,47,27,0.02,0,0
11/28/2003,,43,35,0.06,0,0
11/29/2003,,37,31,0.3,1.1,1
11/30/2003,,39,29,0,0,0
12/1/2003,,51,33,0,0,0
12/2/2003,,42,26,0,0,0
12/3/2003,,36,16,0,0,0
12/4/2003,,38,16,0,0,0
12/5/2003,,43,28,0,0,0
12/6/2003,,38,25,0.02,0.2,0
12/7/2003,,36,18,0,0,0
12/8/2003,,35,18,0,0,0
12/9/2003,,37,26,0.01,0,0
12/10/2003,,41,34,0.05,0,0
12/11/2003,,46,31,0.65,0,0
12/12/2003,,32,21,0,0,0
12/13/2003,,29,10,0.01,0.3,0
12/14/2003,,30,10,0.04,0.3,0
12/15/2003,,32,26,0.07,0.8,1
12/16/2003,,36,27,0,0,1
12/17/2003,,41,25,0.12,0.3,0
12/18/2003,,32,25,0.08,1.5,2
12/19/2003,,31,25,0.01,0.1,1
12/20/2003,,31,16,0.07,1,2
12/21/2003,,30,15,0,0,2
12/22/2003,,44,23,0,0,0
12/23/2003,,45,34,0.38,0,0
12/24/2003,,35,31,0.24,0.3,0
12/25/2003,,32,29,0.08,1,1
12/26/2003,,30,21,0.07,0.8,2
12/27/2003,,42,19,0,0,1
12/28/2003,,44,19,0,0,0
12/29/2003,,46,28,0.21,0,0
12/30/2003,,43,31,0.36,0.1,0
12/31/2003,,34,26,0,0,0
1/1/2004,,47,19,0,0,0
1/2/2004,,44,19,0.23,0,0
1/3/2004,,55,43,0.02,0,0
1/4/2004,,54,31,0.01,0,0
1/5/2004,,32,27,0.41,3.6,4
1/6/2004,,29,12,0.03,0.8,4
1/7/2004,,13,7,0,0.1,3
1/8/2004,,22,6,0.02,0.4,3
1/9/2004,,25,9,0,0,3
1/10/2004,,18,-2,0,0,3
1/11/2004,,22,-1,0,0,3
1/12/2004,,37,22,0.01,0,2
1/13/2004,,35,29,0.01,0.2,2
1/14/2004,,30,12,0,0,2
1/15/2004,,25,4,0.35,4.5,6
1/16/2004,,14,2,0,0,6
1/17/2004,,22,4,0,0,6
1/18/2004,,31,17,0.16,1.5,7
1/19/2004,,24,14,0,0,6
1/20/2004,,19,5,0,0.1,6
1/21/2004,,20,-1,0,0,6
1/22/2004,,33,4,0.01,0.1,6
1/23/2004,,15,-1,0,0,6
1/24/2004,,13,4,0.18,4.1,9
1/25/2004,,17,-10,0,0,9
1/26/2004,,18,-8,0.01,0.2,8
1/27/2004,,27,14,0.17,1.3,8
1/28/2004,,28,17,0.38,4.5,11
1/29/2004,,28,7,0.02,0.3,11
1/30/2004,,14,-1,0,0.1,10
1/31/2004,,18,-1,0.01,0.3,10
2/1/2004,,24,1,0,0.1,10
2/2/2004,,28,1,0,0,10
2/3/2004,,34,16,0.12,0.4,9
2/4/2004,,36,15,0.01,0.1,9
2/5/2004,,29,7,0,0,8
2/6/2004,,30,17,0.08,0.2,8
2/7/2004,,34,22,0.02,0.2,8
2/8/2004,,30,3,0,0,8
2/9/2004,,30,4,0,0,8
2/10/2004,,38,26,0,0,7
2/11/2004,,33,10,0.06,1.3,8
2/12/2004,,30,14,0,0,8
2/13/2004,,31,18,0,0,7
2/14/2004,,31,20,0,0,7
2/15/2004,,37,5,0,0,7
2/16/2004,,23,-3,0,0,7
2/17/2004,,27,-2,0,0,7
2/18/2004,,37,12,0,0,6
2/19/2004,,36,16,0,0,6
2/20/2004,,47,27,0,0,5
2/21/2004,,46,31,0.28,0.5,4
2/22/2004,,34,31,0,0,4
2/23/2004,,42,29,0,0,2
2/24/2004,,40,28,0.13,1.1,3
2/25/2004,,34,15,0,0,3
2/26/2004,,42,20,0,0,1
2/27/2004,,42,21,0,0,0
2/28/2004,,47,16,0,0,0
2/29/2004,,51,17,0,0,0
3/1/2004,,55,27,0,0,0
3/2/2004,,53,33,0.12,0,0
3/3/2004,,55,40,0,0,0
3/4/2004,,44,39,0.05,0,0
3/5/2004,,50,39,0.69,0,0
3/6/2004,,66,35,0.07,0,0
3/7/2004,,42,29,0.05,0.3,0
3/8/2004,,47,30,0.13,1.3,1
3/9/2004,,38,23,0.05,0.9,1
3/10/2004,,43,18,0,0,0
3/11/2004,,47,19,0.04,0.4,0
3/12/2004,,49,22,0.05,0.9,1
3/13/2004,,26,11,0.03,0.5,0
3/14/2004,,40,16,0,0,0
3/15/2004,,45,29,0.03,0.2,0
3/16/2004,,42,25,0.02,0.2,0
3/17/2004,,28,19,0.24,3.3,3
3/18/2004,,33,20,0.03,0.4,2
3/19/2004,,39,29,0.15,1.4,1
3/20/2004,,44,31,0.46,0,0
3/21/2004,,57,27,0.37,0.1,0
3/22/2004,,35,15,0,0,0
3/23/2004,,35,17,0,0,0
3/24/2004,,54,28,0.08,0,0
3/25/2004,,51,39,0.44,0,0
3/26/2004,,66,51,0.26,0,0
3/27/2004,,62,51,0.21,0,0
3/28/2004,,59,42,0,0,0
3/29/2004,,58,42,0.02,0,0
3/30/2004,,53,43,0.03,0,0
3/31/2004,,50,41,0.12,0,0
4/1/2004,,45,35,0.01,0,0
4/2/2004,,49,35,0,0,0
4/3/2004,,56,36,0,0,0
4/4/2004,,58,32,0.12,0.5,0
4/5/2004,,43,23,0,0,0
4/6/2004,,46,23,0,0,0
4/7/2004,,59,26,0,0,0
4/8/2004,,61,32,0,0,0
4/9/2004,,53,35,0,0,0
4/10/2004,,54,30,0,0,0
4/11/2004,,52,30,0,0,0
4/12/2004,,48,30,0,0,0
4/13/2004,,52,31,0.1,0.4,0
4/14/2004,,50,32,0,0,0
4/15/2004,,59,33,0,0,0
4/16/2004,,62,34,0,0,0
4/17/2004,,77,36,0,0,0
4/18/2004,,77,54,0.01,0,0
4/19/2004,,85,55,0,0,0
4/20/2004,,77,36,0,0,0
4/21/2004,,60,41,0.35,0,0
4/22/2004,,71,41,0.1,0,0
4/23/2004,,59,41,0,0,0
4/24/2004,,66,36,0,0,0
4/25/2004,,62,38,0.14,0,0
4/26/2004,,72,43,0.06,0,0
4/27/2004,,65,35,0,0,0
4/28/2004,,44,26,0,0,0
4/29/2004,,73,34,0,0,0
4/30/2004,,80,54,0,0,0
5/1/2004,,75,49,0.18,0,0
5/2/2004,,51,38,0.79,0,0
5/3/2004,,50,30,0.07,0,0
5/4/2004,,48,26,0,0,0
5/5/2004,,62,29,0.01,0,0
5/6/2004,,64,40,0,0,0
5/7/2004,,84,46,0.1,0,0
5/8/2004,,63,39,0.15,0,0
5/9/2004,,72,45,0,0,0
5/10/2004,,84,52,1.02,0,0
5/11/2004,,84,56,0.13,0,0
5/12/2004,,76,54,0.03,0,0
5/13/2004,,84,56,0,0,0
5/14/2004,,82,,0.26,0,0
5/15/2004,,79,48,0.25,0,0
5/16/2004,,54,48,0,0,0
5/17/2004,,68,47,0,0,0
5/18/2004,,78,52,0.15,0,0
5/19/2004,,76,47,0,0,0
5/20/2004,,72,51,0,0,0
5/21/2004,,81,57,1.26,0,0
5/22/2004,,71,53,2.36,0,0
5/23/2004,,83,63,0,0,0
5/24/2004,,81,62,0.2,0,0
5/25/2004,,62,47,0,0,0
5/26/2004,,62,53,0.04,0,0
5/27/2004,,68,40,0,0,0
5/28/2004,,75,47,0.02,0,0
5/29/2004,,64,39,0,0,0
5/30/2004,,67,45,0,0,0
5/31/2004,,73,55,0.54,0,0
6/1/2004,,76,51,0.06,0,0
6/2/2004,,74,50,0.04,0,0
6/3/2004,,68,45,0.19,0,0
6/4/2004,,75,42,0,0,0
6/5/2004,,73,43,0,0,0
6/6/2004,,76,46,0,0,0
6/7/2004,,78,57,0,0,0
6/8/2004,,85,62,0,0,0
6/9/2004,,90,67,0,0,0
6/10/2004,,90,64,0.32,0,0
6/11/2004,,64,53,0.54,0,0
6/12/2004,,63,53,0.25,0,0
6/13/2004,,76,56,0.06,0,0
6/14/2004,,83,62,0.19,0,0
6/15/2004,,83,58,0.12,0,0
6/16/2004,,84,62,0,0,0
6/17/2004,,76,64,1.04,0,0
6/18/2004,,85,66,0.29,0,0
6/19/2004,,79,55,0.01,0,0
6/20/2004,,68,42,0,0,0
6/21/2004,,72,49,0,0,0
6/22/2004,,76,56,0.08,0,0
6/23/2004,,74,46,0,0,0
6/24/2004,,79,53,0,0,0
6/25/2004,,72,50,0,0,0
6/26/2004,,71,49,0,0,0
6/27/2004,,73,47,0,0,0
6/28/2004,,76,56,0.03,0,0
6/29/2004,,73,49,0.01,0,0
6/30/2004,,80,54,0,0,0
7/1/2004,,84,56,0,0,0
7/2/2004,,86,56,0,0,0
7/3/2004,,84,54,0,0,0
7/4/2004,,85,60,0.21,0,0
7/5/2004,,83,66,0.73,0,0
7/6/2004,,77,58,0,0,0
7/7/2004,,87,61,0.34,0,0
7/8/2004,,79,58,0.05,0,0
7/9/2004,,70,49,0,0,0
7/10/2004,,78,53,0,0,0
7/11/2004,,85,62,0,0,0
7/12/2004,,87,65,0.07,0,0
7/13/2004,,83,67,0.08,0,0
7/14/2004,,87,65,0.02,0,0
7/15/2004,,76,60,0.01,0,0
7/16/2004,,80,55,0,0,0
7/17/2004,,84,57,0.14,0,0
7/18/2004,,81,58,0.08,0,0
7/19/2004,,81,55,0.01,0,0
7/20/2004,,80,60,0,0,0
7/21/2004,,86,63,0,0,0
7/22/2004,,88,68,0.77,0,0
7/23/2004,,90,59,0,0,0
7/24/2004,,75,46,0,0,0
7/25/2004,,74,52,0,0,0
7/26/2004,,75,56,0,0,0
7/27/2004,,74,58,0.49,0,0
7/28/2004,,65,56,0.85,0,0
7/29/2004,,81,55,0,0,0
7/30/2004,,81,59,0,0,0
7/31/2004,,79,64,0.42,0,0
8/1/2004,,83,55,0,0,0
8/2/2004,,84,57,0,0,0
8/3/2004,,88,64,0.33,0,0
8/4/2004,,87,64,0.7,0,0
8/5/2004,,71,57,0.39,0,0
8/6/2004,,72,47,0,0,0
8/7/2004,,75,49,0,0,0
8/8/2004,,77,51,0,0,0
8/9/2004,,80,56,0,0,0
8/10/2004,,80,58,0,0,0
8/11/2004,,75,57,0.01,0,0
8/12/2004,,71,49,0,0,0
8/13/2004,,63,50,0,0,0
8/14/2004,,68,53,0,0,0
8/15/2004,,73,52,0.02,0,0
8/16/2004,,73,47,0.08,0,0
8/17/2004,,76,49,0,0,0
8/18/2004,,77,54,0.15,0,0
8/19/2004,,77,60,0,0,0
8/20/2004,,74,53,0,0,0
8/21/2004,,66,52,0.19,0,0
8/22/2004,,71,44,0,0,0
8/23/2004,,80,49,0,0,0
8/24/2004,,81,55,0.03,0,0
8/25/2004,,84,60,0,0,0
8/26/2004,,87,68,0.13,0,0
8/27/2004,,85,71,0,0,0
8/28/2004,,89,70,0.42,0,0
8/29/2004,,80,60,0.1,0,0
8/30/2004,,68,57,0.07,0,0
8/31/2004,,75,52,0,0,0
9/1/2004,,80,52,0,0,0
9/2/2004,,82,54,0,0,0
9/3/2004,,83,56,0,0,0
9/4/2004,,84,59,0,0,0
9/5/2004,,84,62,0.11,0,0
9/6/2004,,86,63,0,0,0
9/7/2004,,86,61,0.7,0,0
9/8/2004,,79,57,0,0,0
9/9/2004,,71,57,0.01,0,0
9/10/2004,,73,47,0,0,0
9/11/2004,,79,47,0,0,0
9/12/2004,,80,49,0,0,0
9/13/2004,,85,54,0,0,0
9/14/2004,,84,54,0,0,0
9/15/2004,,85,59,0,0,0
9/16/2004,,85,63,0,0,0
9/17/2004,,80,53,0,0,0
9/18/2004,,65,46,0,0,0
9/19/2004,,73,43,0,0,0
9/20/2004,,74,43,0,0,0
9/21/2004,,78,44,0,0,0
9/22/2004,,84,45,0,0,0
9/23/2004,,87,46,0,0,0
9/24/2004,,86,48,0,0,0
9/25/2004,,82,56,0,0,0
9/26/2004,,65,55,0,0,0
9/27/2004,,75,42,0,0,0
9/28/2004,,77,43,0,0,0
9/29/2004,,61,49,0,0,0
9/30/2004,,66,37,0,0,0
10/1/2004,,74,37,0,0,0
10/2/2004,,75,37,0.16,0,0
10/3/2004,,60,31,0.05,0,0
10/4/2004,,65,34,0,0,0
10/5/2004,,57,28,0,0,0
10/6/2004,,59,28,0,0,0
10/7/2004,,74,33,0,0,0
10/8/2004,,74,40,0,0,0
10/9/2004,,79,45,0.16,0,0
10/10/2004,,69,36,0,0,0
10/11/2004,,65,33,0,0,0
10/12/2004,,64,34,0,0,0
10/13/2004,,63,40,0,0,0
10/14/2004,,60,45,0.07,0,0
10/15/2004,,64,48,0.02,0,0
10/16/2004,,51,43,0.52,0,0
10/17/2004,,45,39,0.15,0,0
10/18/2004,,44,33,0.01,0,0
10/19/2004,,49,34,0.01,0,0
10/20/2004,,48,44,0,0,0
10/21/2004,,57,47,0,0,0
10/22/2004,,54,49,0,0,0
10/23/2004,,55,47,0,0,0
10/24/2004,,60,48,0.24,0,0
10/25/2004,,55,37,0,0,0
10/26/2004,,68,37,0,0,0
10/27/2004,,63,39,0,0,0
10/28/2004,,66,45,0,0,0
10/29/2004,,65,49,0.11,0,0
10/30/2004,,68,53,0.66,0,0
10/31/2004,,73,50,0,0,0
11/1/2004,,53,36,0,0,0
11/2/2004,,51,36,0.35,0,0
11/3/2004,,50,33,0,0,0
11/4/2004,,52,37,0.42,0,0
11/5/2004,,47,37,0.08,0,0
11/6/2004,,53,36,0,0,0
11/7/2004,,64,37,0,0,0
11/8/2004,,59,28,0,0,0
11/9/2004,,45,20,0,0,0
11/10/2004,,41,20,0,0,0
11/11/2004,,59,33,0,0,0
11/12/2004,,42,26,0,0,0
11/13/2004,,47,23,0,0,0
11/14/2004,,45,18,0,0,0
11/15/2004,,53,19,0,0,0
11/16/2004,,50,23,0,0,0
11/17/2004,,49,43,0.03,0,0
11/18/2004,,54,47,0.17,0,0
11/19/2004,,64,47,0.08,0,0
11/20/2004,,52,47,0.23,0,0
11/21/2004,,56,42,0.01,0,0
11/22/2004,,49,29,0,0,0
11/23/2004,,47,31,0,0,0
11/24/2004,,51,40,0.04,0,0
11/25/2004,,40,27,0.82,1.6,1
11/26/2004,,34,27,0,0,1
11/27/2004,,40,28,0.15,0,0
11/28/2004,,47,37,0.26,0,0
11/29/2004,,42,25,0.01,0,0
11/30/2004,,38,28,0.09,0.6,0
12/1/2004,,42,33,0.74,1.1,1
12/2/2004,,41,30,0.01,0.1,0
12/3/2004,,39,29,0.01,0.2,0
12/4/2004,,33,25,0,0,0
12/5/2004,,46,26,0,0,0
12/6/2004,,43,27,0.04,0,0
12/7/2004,,44,34,0.08,0,0
12/8/2004,,58,41,1.22,0,0
12/9/2004,,47,35,0,0,0
12/10/2004,,44,34,0.02,0,0
12/11/2004,,41,31,0.29,0.4,0
12/12/2004,,35,30,0.09,0.9,1
12/13/2004,,38,28,0.16,1.8,1
12/14/2004,,32,20,0.07,1.2,1
12/15/2004,,27,18,0.02,0.3,1
12/16/2004,,34,18,0,0,1
12/17/2004,,39,23,0.02,0.3,0
12/18/2004,,31,20,0,0,0
12/19/2004,,35,6,0.08,1.1,1
12/20/2004,,7,-1,0,0,1
12/21/2004,,21,3,0.04,0.3,1
12/22/2004,,42,18,0,0,0
12/23/2004,,25,17,0.62,6,6
12/24/2004,,24,6,0.12,1.2,7
12/25/2004,,15,-6,0,0,7
12/26/2004,,14,-1,0.03,0.6,7
12/27/2004,,22,-2,0,0,7
12/28/2004,,24,-1,0,0,7
12/29/2004,,34,18,0,0,6
12/30/2004,,38,29,0,0,5
12/31/2004,,48,32,0.12,0,0
1/1/2005,,59,25,0,0,0
1/2/2005,,35,25,0.1,0,0
1/3/2005,,52,34,0.1,0,0
1/4/2005,,37,33,0.34,0,0
1/5/2005,,36,26,0.19,1.6,2
1/6/2005,,27,22,0.57,4.5,6
1/7/2005,,27,16,0.04,0.7,6
1/8/2005,,27,16,0.19,2.6,8
1/9/2005,,32,26,0.1,1.5,8
1/10/2005,,35,28,0,0,6
1/11/2005,,39,30,0.3,2.6,7
1/12/2005,,34,30,0.33,0.6,5
1/13/2005,,56,34,0.23,0,0
1/14/2005,,57,20,0.55,1.2,1
1/15/2005,,21,11,0,0,1
1/16/2005,,24,12,0.01,0.1,1
1/17/2005,,16,3,0.01,0.2,1
1/18/2005,,14,-1,0.02,0.2,1
1/19/2005,,22,-1,0.21,2.1,3
1/20/2005,,32,14,0.1,0.9,4
1/21/2005,,22,6,0.01,0.3,4
1/22/2005,,16,5,0.38,3.5,7
1/23/2005,,16,0,0.37,6,11
1/24/2005,,21,-2,0,0,10
1/25/2005,,29,11,0,0,9
1/26/2005,,36,25,0,0,8
1/27/2005,,29,-4,0,0,8
1/28/2005,,20,-8,0,0,7
1/29/2005,,26,-7,0,0,7
1/30/2005,,33,13,0,0,7
1/31/2005,,38,9,0,0,7
2/1/2005,,34,5,0,0,7
2/2/2005,,35,6,0,0,7
2/3/2005,,30,8,0,0,7
2/4/2005,,42,10,0,0,6
2/5/2005,,42,14,0,0,5
2/6/2005,,38,21,0,0,5
2/7/2005,,43,22,0,0,4
2/8/2005,,40,35,0.51,0,2
2/9/2005,,38,28,0.08,0.4,2
2/10/2005,,32,17,0.14,1.4,3
2/11/2005,,29,16,0,0,3
2/12/2005,,34,18,0,0,3
2/13/2005,,47,24,0,0,1
2/14/2005,,43,27,0.59,0.1,1
2/15/2005,,46,35,0.07,0,0
2/16/2005,,47,32,0.79,0.7,1
2/17/2005,,34,22,0.04,0.8,1
2/18/2005,,26,10,0.03,0.7,1
2/19/2005,,26,11,0,0,0
2/20/2005,,36,20,0.04,0.4,0
2/21/2005,,35,27,0.79,4.7,5
2/22/2005,,38,31,0,0,4
2/23/2005,,35,17,0.1,1.3,5
2/24/2005,,36,17,0,0,4
2/25/2005,,32,13,0,0,4
2/26/2005,,32,17,0.13,2.3,6
2/27/2005,,29,8,0,0,5
2/28/2005,,31,15,0,0,4
3/1/2005,,37,25,0.59,5.4,9
3/2/2005,,26,19,0.15,2.6,11
3/3/2005,,26,9,0.01,0.2,10
3/4/2005,,31,7,0,0,9
3/5/2005,,38,14,0,0,7
3/6/2005,,43,15,0,0,6
3/7/2005,,52,34,0,0,4
3/8/2005,,52,14,0.04,0.2,0
3/9/2005,,24,10,0.01,0.3,0
3/10/2005,,28,10,0.01,0.2,0
3/11/2005,,32,14,0.21,2.3,2
3/12/2005,,36,25,0.18,2.6,3
3/13/2005,,35,10,0,0,2
3/14/2005,,34,11,0,0,1
3/15/2005,,37,13,0,0,0
3/16/2005,,39,15,0,0,0
3/17/2005,,42,16,0,0,0
3/18/2005,,39,28,0.06,1.2,1
3/19/2005,,37,29,0,0,0
3/20/2005,,39,32,0.15,0,0
3/21/2005,,38,31,0,0,0
3/22/2005,,39,31,0,0,0
3/23/2005,,49,31,0,0,0
3/24/2005,,34,30,0.02,0.3,0
3/25/2005,,49,32,0,0,0
